법원명,사건번호,매각기일,주소,감정가,최저가,태그,주거형태,건물평수,조회수,경매/공매,임대여부,할인율
미정,준비중,시작 2023.12.18 10:00 ~,경기도 수원시 영통구 이의동 1256 제지1층 제101호 근린생활시설,942000000,686718000,#기타일반재산#유찰3회,근린생활시설,27,648,공매,0.0,0.27
미정,진행중,~ 2023.11.29 16:00 마감,화성 전곡해양 일반산업단지 지원 5-1용지 (전곡리 1084-1),673534500,673534500,#기타일반재산#유찰2회,대지,187,1500,공매,0.0,0.0
미정,진행중,~ 2023.11.29 16:00 마감,화성 전곡해양 일반산업단지 지원 5-3용지 (전곡리 1084-3),445067000,445067000,#기타일반재산#유찰2회,대지,125,672,공매,0.0,0.0
미정,진행중,~ 2023.11.29 16:00 마감,화성 전곡해양 일반산업단지 지원 9-1용지 (전곡리 1113-1),748800000,748800000,#기타일반재산#유찰2회,대지,218,410,공매,0.0,0.0
미정,진행중,~ 2023.11.29 16:00 마감,화성 전곡해양 일반산업단지 지원 9-2용지 (전곡리 1113-2),776880000,776880000,#기타일반재산#유찰2회,대지,226,282,공매,0.0,0.0
미정,진행중,~ 2023.11.29 16:00 마감,화성 전곡해양 일반산업단지 지원 7-4용지 (전곡리 1087-4),546560000,546560000,#기타일반재산#유찰2회,대지,148,344,공매,0.0,0.0
전주지법,2023타경946[1],D-66,전라북도 완주군 이서면 금평리 산124,41650000,29155000,#유찰1회#형식적경매#맹지,임야,360,75,경매,0.0,0.3
진주지원,2021타경1550[1],D-55,경상남도 산청군 산청읍 차탄리 산9,2049266000,275048000,#유찰9회#재매각#분묘기지권#맹지,임야,20228,511,경매,0.0,0.87
서울남부지법,2022타경156[1],D-54,서울특별시 영등포구 영등포로65길 15-1,1218785600,975028000,#유찰1회,다가구,73,2700,경매,0.0,0.2
서울남부지법,2022타경102168[1],D-54,"서울특별시 강서구 공항대로55길 10-3, 제6층 제602호 (등촌동, 워너빌)",124480000,40790000,#유찰5회#선순위임차인#위반건축물#임차권등기,다세대,6,431,경매,0.0,0.67
서울남부지법,2022타경114307[1],D-54,"서울특별시 영등포구 경인로112길 4-7, 제6층 제601호 (영등포동1가, 메트로가든)",139000000,111200000,#유찰1회,오피스텔(주거),4,353,경매,0.0,0.2
서산지원,2022타경56959[1],D-53,충청남도 당진시 고대면 용두리 326,104047980,35689000,#유찰3회,단독주택,20,565,경매,0.0,0.66
서산지원,2022타경53899[1],D-53,"충청남도 당진시 당진중앙2로 331, 102동 5층503호 (원당동,파크빌아파트)",269000000,45211000,#유찰5회#선순위임차인#임차권등기,아파트,26,536,경매,0.0,0.83
서산지원,2023타경50040[1],D-53,충청남도 태안군 태안읍 삭선길 444-40,170032000,83315000,#유찰2회,단독주택,27,487,경매,0.0,0.51
서산지원,2020타경6127[1],D-53,충청남도 당진시 송악읍 옛터골길 13-21,963728400,231391000,#유찰4회#재매각#유치권#특별매각조건,상가,219,411,경매,0.0,0.76
서산지원,2022타경2334[1],D-53,충청남도 태안군 안면읍 창기리 1287-39,76424400,37448000,#유찰2회#재매각#지분매각#농지취득자격증명#맹지,답,109,221,경매,0.0,0.51
서산지원,2022타경53769[1],D-53,충청남도 당진시 대호지면 사성리 산13-1,54549000,9168000,#유찰5회#지분매각#맹지,임야,1501,175,경매,0.0,0.83
서산지원,2022타경58009[1],D-53,충청남도 당진시 석문면 난지도리 177-34,658576000,225891000,#유찰3회,다가구,101,165,경매,0.0,0.66
서산지원,2022타경3726[1],D-53,충청남도 당진시 정미면 천의리 120-5,43223750,10378000,#유찰4회#지분매각#맹지,임야,2588719,156,경매,0.0,0.76
서산지원,2022타경4491[2],D-53,충청남도 서산시 대산읍 오지리 313-96,65472000,22457000,#유찰3회#맹지,염전,301,151,경매,0.0,0.66
서산지원,2022타경4460[1],D-53,충청남도 태안군 안면읍 창기리 61-107,26005210,8920000,#유찰3회#지분매각#특별매각조건#맹지,유지,49820,109,경매,0.0,0.66
서산지원,2022타경4002[2],D-53,충청남도 당진시 송악읍 전대리 515,276210000,94740000,#유찰3회#농지취득자격증명,답,540,97,경매,0.0,0.66
서산지원,2022타경56041[1],D-53,충청남도 서산시 부석면 송시리 311,55460000,19023000,#유찰3회#재매각#농지취득자격증명#맹지,답,357,90,경매,0.0,0.66
서산지원,2022타경53837[1],D-53,"충청남도 당진시 송산로 270-38, 1층 102호",171000000,28740000,#유찰5회#선순위임차인#임차권등기,다세대,20,72,경매,0.0,0.83
서산지원,2023타경51951[1],D-53,"충청남도 서산시 한마음2로 22, 103동 6층602호 (석림동,서산센트럴코아루아파트)",236000000,165200000,#유찰1회,아파트,20,71,경매,0.0,0.3
서산지원,2022타경4002[1],D-53,충청남도 당진시 신평면 상오리 553-4,263736000,90462000,#유찰3회#농지취득자격증명#맹지,답,540,63,경매,0.0,0.66
서산지원,2023타경52190[1],D-53,"충청남도 서산시 지곡면 충의로 762-78, 117동 6층603호 (늘푸른오스카빌)",127000000,88900000,#유찰1회,아파트,26,63,경매,0.0,0.3
서산지원,2023타경51791[1],D-53,"충청남도 당진시 백암로 219-64, 102동 19층1903호 (채운동,채운공원휴먼빌아파트)",231000000,161700000,#유찰1회,아파트,30,60,경매,0.0,0.3
서산지원,2023타경50651[1],D-53,"충청남도 서산시 성연면 성연3로 76, 403동 9층903호 (힐스테이트서산아파트)",280000000,196000000,#유찰1회#선순위임차인,아파트,26,59,경매,0.0,0.3
서산지원,2022타경1911[1],D-53,충청남도 태안군 안면읍 백사장2길 13,2900059200,1421029000,#유찰2회,상가,608,57,경매,0.0,0.51
서산지원,2023타경51098[1],D-53,"충청남도 서산시 성연면 성연3로 76, 401동 7층703호 (힐스테이트서산아파트)",284000000,198800000,#유찰1회,아파트,26,51,경매,0.0,0.3
서산지원,2023타경632[1],D-53,"충청남도 서산시 한마음2로 22, 104동 6층602호 (석림동,서산센트럴코아루아파트)",269000000,188300000,#유찰1회,아파트,23,48,경매,0.0,0.3
서산지원,2023타경52206[1],D-53,"충청남도 서산시 한마음2로 22, 103동 4층401호 (석림동,서산센트럴코아루아파트)",261000000,182700000,#유찰1회#선순위임차인#선순위전세권#임차권등기,아파트,23,48,경매,0.0,0.3
서산지원,2022타경53066[1],D-53,충청남도 당진시 채운동 82-2,154753000,75829000,#유찰2회#형식적경매#농지취득자격증명#맹지,임야,442,46,경매,0.0,0.51
서산지원,2022타경57426[2],D-53,충청남도 서산시 성연면 명천리 102-1,228690000,112058000,#유찰2회#농지취득자격증명#맹지,전,1099,46,경매,0.0,0.51
서산지원,2022타경4941[1],D-53,충청남도 당진시 송산면 동곡리 23-18,67721000,23229000,#유찰3회#형식적경매#맹지,임야,85,45,경매,0.0,0.66
서산지원,2023타경1406[1],D-53,"충청남도 서산시 음암면 석동로 36, 1동 10층1002호 (개나리아파트)",53000000,37100000,#유찰1회,아파트,19,45,경매,0.0,0.3
서산지원,2022타경4583[1],D-53,충청남도 당진시 고대면 장항리 산34-2,481942000,236151000,#유찰2회#지분매각,임야,1619,44,경매,0.0,0.51
서산지원,2023타경632[2],D-53,"충청남도 서산시 한마음2로 22, 104동 6층601호 (석림동,서산센트럴코아루아파트)",269000000,188300000,#유찰1회,아파트,23,42,경매,0.0,0.3
서산지원,2022타경1782[1],D-53,충청남도 당진시 정미면 염솔로 383-4,240839680,168588000,#유찰1회,단독주택,79,40,경매,0.0,0.3
서산지원,2023타경51555[2],D-53,충청남도 당진시 송악읍 가학리 340-9,36860000,25802000,#유찰1회,임야,115,40,경매,0.0,0.3
서산지원,2022타경57426[1],D-53,충청남도 서산시 지곡면 화천리 899,66624000,32646000,#유찰2회#지분매각#특별매각조건#농지취득자격증명#맹지,답,210,39,경매,0.0,0.51
서산지원,2023타경267[1],D-53,충청남도 당진시 송악읍 부곡리 198-2,1183978000,580150000,#유찰2회#농지취득자격증명,전,1530,39,경매,0.0,0.51
서산지원,2023타경1185[1],D-53,"충청남도 서산시 서령로 157-27, 104동 5층501호 (동문동,서산동문꿈에그린아파트)",267000000,186900000,#유찰1회,아파트,26,39,경매,0.0,0.3
서산지원,2022타경56164[1],D-53,충청남도 서산시 팔봉면 호리 550-2,498246000,348772000,#유찰1회#재매각#특별매각조건,임야,4028,37,경매,0.0,0.3
서산지원,2022타경57938[1],D-53,충청남도 당진시 송악읍 석포리 산54-7,62228000,30492000,#유찰2회#임차권등기#특별매각조건#맹지,임야,201,37,경매,0.0,0.51
서산지원,2022타경57556[1],D-53,충청남도 당진시 대덕동 896-3,229944000,160961000,#유찰1회#지분매각#특별매각조건#농지취득자격증명,임야,621,33,경매,0.0,0.3
서산지원,2023타경50354[3],D-53,충청남도 당진시 석문면 삼화리 666-2,222132000,108844000,#유찰2회#농지취득자격증명,전,628,32,경매,0.0,0.51
서산지원,2023타경51678[1],D-53,충청남도 당진시 합덕읍 운산리 20-1,370944000,259661000,#유찰1회#분묘기지권#형식적경매#농지취득자격증명#맹지,전,780,31,경매,0.0,0.3
서산지원,2023타경50354[2],D-53,충청남도 당진시 송악읍 금곡리 304,265370000,130031000,#유찰2회#농지취득자격증명#맹지,전,694,30,경매,0.0,0.51
경주지원,2020타경1710[2],D-53,경상북도 경주시 외동읍 내외로 352-47 (주건축물제1동),13602992710,9522095000,#유찰1회#선순위임차인,공장,3869,29,경매,0.0,0.3
서산지원,2022타경3399[1],D-53,"충청남도 당진시 송악읍 월곡로 23, 비동 2층201호 (우진에이스빌)",112000000,78400000,#유찰1회,다세대,15,28,경매,0.0,0.3
서산지원,2023타경50330[1],D-53,"충청남도 당진시 송산로 270-38, 4층402호",208000000,101920000,#유찰2회#선순위임차인,다세대,20,28,경매,0.0,0.51
서산지원,2023타경50354[1],D-53,충청남도 당진시 송악읍 영천리 146,263847000,129285000,#유찰2회#농지취득자격증명#맹지,답,719,28,경매,0.0,0.51
서산지원,2022타경58214[1],D-53,충청남도 태안군 근흥면 가의도리 산42,27274500,19092000,#유찰1회#맹지,전,1501,27,경매,0.0,0.3
서산지원,2022타경55796[1],D-53,충청남도 당진시 송악읍 월곡리 57-1,418535000,205083000,#유찰2회#농지취득자격증명,답,644,26,경매,0.0,0.51
서산지원,2023타경373[1],D-53,충청남도 당진시 송악읍 반촌리 467-5,680982000,333681000,#유찰2회#농지취득자격증명,전,1697,23,경매,0.0,0.51
서산지원,2023타경694[1],D-53,충청남도 태안군 근흥면 용신리 345-6,193523000,135466000,#유찰1회#맹지,임야,802,22,경매,0.0,0.3
서산지원,2023타경51555[1],D-53,충청남도 당진시 송악읍 가학리 341-1,12513000,8759000,#유찰1회,전,39,21,경매,0.0,0.3
서산지원,2023타경52169[1],D-53,"충청남도 태안군 태안읍 능샘4길 32, 3층303호 (보령주택)",62000000,43400000,#유찰1회,연립,25,21,경매,0.0,0.3
서산지원,2023타경731[2],D-53,충청남도 당진시 정미면 대조리 191-7,380670000,266469000,#유찰1회#분묘기지권#농지취득자격증명,전,4719,20,경매,0.0,0.3
서산지원,2023타경51197[1],D-53,충청남도 태안군 이원면 관리 산51-3,330580000,231406000,#유찰1회#분묘기지권#맹지,임야,5000,18,경매,0.0,0.3
서산지원,2023타경953[1],D-53,충청남도 당진시 석문면 삼봉리 992-4,277160000,194012000,#유찰1회#농지취득자격증명#맹지,답,645,17,경매,0.0,0.3
서산지원,2023타경731[1],D-53,충청남도 당진시 정미면 대조리 189,503885000,352720000,#유찰1회#법정지상권#농지취득자격증명,전,3851,16,경매,0.0,0.3
서산지원,2023타경1017[1],D-53,충청남도 당진시 송악읍 정곡리 28-30,93070000,65149000,#유찰1회#농지취득자격증명#맹지,답,344,16,경매,0.0,0.3
서산지원,2023타경50958[1],D-53,"충청남도 당진시 송산로 270-26, 3층302호",177000000,123900000,#유찰1회,다세대,17,15,경매,0.0,0.3
서산지원,2023타경50705[1],D-53,충청남도 당진시 송악읍 가학리 207-6,24236000,16965000,#유찰1회#형식적경매#맹지,임야,89,14,경매,0.0,0.3
서산지원,2023타경199[1],D-53,충청남도 서산시 팔봉면 진장리 761,903946500,632763000,#유찰1회#농지취득자격증명,답,5338,13,경매,0.0,0.3
서산지원,2023타경816[1],D-53,충청남도 당진시 송악읍 부곡리 382,1562333000,1093633000,#유찰1회#농지취득자격증명,답,2138,11,경매,0.0,0.3
서산지원,2023타경1291[1],D-53,충청남도 태안군 원북면 신두리 1230-2,476782000,333747000,#유찰1회#농지취득자격증명,전,611,11,경매,0.0,0.3
서산지원,2023타경878[1],D-53,충청남도 당진시 신평면 금천리 1022,111592000,78114000,#유찰1회#농지취득자격증명#맹지,전,291,10,경매,0.0,0.3
서산지원,2023타경50712[1],D-53,충청남도 당진시 신평면 거산리 315-7,1175008000,822506000,#유찰1회#분묘기지권#농지취득자격증명,전,2824,10,경매,0.0,0.3
서산지원,2023타경50422[1],D-53,충청남도 당진시 대호지면 적서리 720,17920000,12544000,#유찰1회#농지취득자격증명#맹지,답,271,7,경매,0.0,0.3
평택지원,2022타경43215[1],D-52,"경기도 평택시 지산로6번길 48, 2동 4층401호 (지산동,지산동주상복합)",205000000,8273000,#유찰9회#선순위임차인,다세대,19,2900,경매,0.0,0.96
평택지원,2022타경46931[1],D-52,"경기도 평택시 특구로5번길 63, 지하층1호",41000000,14063000,#유찰3회#재매각#선순위임차인#특별매각조건,다세대,14,1200,경매,0.0,0.66
군산지원,2022타경3231[1],D-52,"전라북도 군산시 궁포1로 24-5, 3층301호",602000000,206486000,#유찰3회,상가,136,456,경매,0.0,0.66
평택지원,2023타경444[1],D-52,경기도 평택시 통복로 65,142308400,69731000,#유찰2회#지분매각#선순위임차인,단독주택,4,325,경매,0.0,0.51
군산지원,2022타경1440[1],D-52,전라북도 군산시 임피면 서황길 59,266653800,91463000,#유찰3회#농지취득자격증명,다가구,118,317,경매,0.0,0.66
목포지원,2022타경52045[1],D-52,전라남도 함평군 대동면 금곡리 436-2,36756000,16466000,#유찰3회#재매각#농지취득자격증명,전,309,238,경매,0.0,0.55
군산지원,2023타경20950[1],D-52,"전라북도 익산시 약촌로 228, 105동 7층708호 (영등동,동신아파트)",189000000,64827000,#유찰3회#선순위임차인#임차권등기,아파트,26,204,경매,0.0,0.66
군산지원,2022타경24924[1],D-52,전라북도 군산시 진포2길 70-2,14060520,4822000,#유찰3회#지분매각,단독주택,4,160,경매,0.0,0.66
평택지원,2022타경560[1],D-52,경기도 평택시 팽성읍 두리길 77-13,1255995720,615438000,#유찰2회#법정지상권,단독주택,69,113,경매,0.0,0.51
평택지원,2023타경40510[1],D-52,경기도 평택시 팽성읍 팽성서로 42-111,4333125900,1486262000,#유찰3회,상가,671,110,경매,0.0,0.66
평택지원,2023타경383[1],D-52,"경기도 평택시 오좌동길 83, 5-1동 3층301호 (독곡동,더클래스5더클래스)",226000000,110740000,#유찰2회,다세대,20,109,경매,0.0,0.51
평택지원,2023타경42202[1],D-52,경기도 안성시 사곡길 62,127219900,89054000,#유찰1회,단독주택,27,106,경매,0.0,0.3
군산지원,2023타경20516[1],D-52,전라북도 익산시 석왕동 452-2,46144000,15828000,#유찰3회#농지취득자격증명,전,219,104,경매,0.0,0.66
평택지원,2023타경40350[1],D-52,경기도 평택시 현덕면 권관리 산13-14,830323000,406858000,#유찰2회#분묘기지권,임야,840,97,경매,0.0,0.51
군산지원,2022타경3781[1],D-52,전라북도 익산시 함열읍 와리 170,1604700,550000,#유찰3회#지분매각,답,988,95,경매,0.0,0.66
평택지원,2023타경43106[1],D-52,경기도 평택시 오성면 오성서로 250-2 (주건축물제1동),682643500,477850000,#유찰1회#토지지분,단독주택,85,92,경매,0.0,0.3
평택지원,2022타경3200[1],D-52,"경기도 평택시 포승읍 평택항로 184번길3-24, 10층1006호 (평택하버라마다앙코르호텔)",181000000,43458000,#유찰4회,숙박시설,8,90,경매,0.0,0.76
평택지원,2023타경42394[1],D-52,"경기도 안성시 대덕면 서동대로 4725, 111동 8층806호 (안성롯데캐슬)",230000000,161000000,#유찰1회,아파트,19,82,경매,0.0,0.3
군산지원,2022타경3194[1],D-52,전라북도 군산시 개정동 353-6,36036000,25225000,#유찰3회#농지취득자격증명,답,70,79,경매,0.0,0.3
평택지원,2023타경41506[2],D-52,경기도 평택시 현덕면 방축리 365-1,351052000,172015000,#유찰2회#농지취득자격증명,답,618,76,경매,0.0,0.51
평택지원,2018타경6226[1],D-52,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 지하1층비102호,2693000000,923699000,#유찰3회,숙박시설,386,70,경매,0.0,0.66
평택지원,2022타경47576[1],D-52,"경기도 평택시 포승읍 평택항로184번길 3-10, 12층1218호 (평택라마다앙코르호텔)",181000000,30421000,#유찰5회,숙박시설,7,67,경매,0.0,0.83
군산지원,2022타경23716[1],D-52,"전라북도 익산시 중앙로5길 17, 1동 제1층 103호",282000000,47396000,#유찰5회,단지내상가,17,66,경매,0.0,0.83
평택지원,2023타경666[1],D-52,경기도 안성시 죽산면 칠장리 산82-13,277576320,136012000,#유찰2회#지분매각#맹지,임야,4998,62,경매,0.0,0.51
평택지원,2018타경6226[2],D-52,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 7층704호,117000000,40131000,#유찰3회,숙박시설,16,61,경매,0.0,0.66
평택지원,2023타경40817[1],D-52,경기도 평택시 청북읍 옥길리 169-7,118984800,58302000,#유찰2회#지분매각#맹지,임야,300,59,경매,0.0,0.51
군산지원,2022타경23716[2],D-52,"전라북도 익산시 중앙로5길 17, 1동 제1층 104호",356000000,59833000,#유찰5회,단지내상가,22,56,경매,0.0,0.83
군산지원,2022타경26609[1],D-52,"전라북도 군산시 해망로 354, 3층301호",1182000000,405426000,#유찰3회,상가,529,54,경매,0.0,0.66
군산지원,2022타경26203[1],D-52,전라북도 익산시 황등면 죽촌리 1010-42,8580000,2943000,#유찰3회#분묘기지권#농지취득자격증명,답,100,53,경매,0.0,0.66
평택지원,2022타경49732[1],D-52,경기도 평택시 청북읍 토진리 424-43,244486000,119798000,#유찰2회#선순위임차인#법정지상권#농지취득자격증명,임야,258,52,경매,0.0,0.51
평택지원,2018타경6226[3],D-52,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 7층705호,117000000,40131000,#유찰3회,숙박시설,16,49,경매,0.0,0.66
평택지원,2023타경41506[1],D-52,경기도 평택시 현덕면 방축리 304-1,530502000,259946000,#유찰2회#농지취득자격증명,답,915,46,경매,0.0,0.51
군산지원,2023타경21007[1],D-52,"전라북도 익산시 중앙로5길 17, 1동 8층819호 (창인동1가,익산역시그니처-에스주상복합)",146600000,50284000,#유찰3회#선순위임차인#임차권등기,아파트,12,41,경매,0.0,0.66
군산지원,2023타경680[1],D-52,전라북도 익산시 학곤로4길 29-1,573522050,401465000,#유찰1회,공장,198,38,경매,0.0,0.3
군산지원,2022타경25408[1],D-52,전라북도 익산시 웅포면 제성리 820-1,36932000,25852000,#유찰1회#농지취득자격증명,전,399,37,경매,0.0,0.3
군산지원,2023타경1188[1],D-52,"전라북도 군산시 풍전6길 16, 102동 3층307호 (소룡동,신도시아파트)",44000000,30800000,#유찰1회,아파트,14,36,경매,0.0,0.3
평택지원,2023타경1645[4],D-52,경기도 평택시 오성면 길음리 482,47357000,33150000,#유찰1회#농지취득자격증명,답,202,34,경매,0.0,0.3
군산지원,2023타경789[1],D-52,"전라북도 익산시 궁동로 129, 902동 11층1104호 (부송동,부송주공9단지)",168000000,117600000,#유찰1회#선순위임차인,아파트,19,34,경매,0.0,0.3
군산지원,2023타경22277[1],D-52,"전라북도 익산시 익산대로17길 16, 102동 1층107호 (모현동1가,현대아파트)",132400000,92680000,#유찰1회,아파트,26,31,경매,0.0,0.3
군산지원,2022타경26555[5],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 101호",55000000,18865000,#유찰3회,다세대,23,30,경매,0.0,0.66
군산지원,2022타경26555[7],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 402호",83000000,28469000,#유찰3회,다세대,23,30,경매,0.0,0.66
평택지원,2023타경42745[1],D-52,경기도 평택시 안중읍 금곡리 206-15,3728331000,2609832000,#유찰1회,창고,91,26,경매,0.0,0.3
군산지원,2022타경3781[6],D-52,전라북도 익산시 함열읍 남당리 610-56,30525000,10471000,#유찰3회,전,50,25,경매,0.0,0.66
군산지원,2022타경3781[2],D-52,전라북도 익산시 함열읍 와리 183,19822000,6799000,#유찰3회,답,33,24,경매,0.0,0.66
군산지원,2023타경21618[1],D-52,"전라북도 군산시 백릉로 162, 1동 13층 1307호 (조촌동,삼성아파트)",155000000,108500000,#유찰1회,아파트,26,24,경매,0.0,0.3
군산지원,2023타경1089[1],D-52,전라북도 군산시 미장동 551-9,784585200,549210000,#유찰1회,대지,111,22,경매,0.0,0.3
평택지원,2023타경43021[1],D-52,"경기도 평택시 관광특구로 9, 7층702호 (서정동,화신노블레스3)",234000000,163800000,#유찰1회,오피스텔(사무),22,19,경매,0.0,0.3
군산지원,2022타경26555[1],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 102호",79000000,27097000,#유찰3회#임차권등기,다세대,23,19,경매,0.0,0.66
평택지원,2023타경1010[1],D-52,"경기도 평택시 포승읍 여술로 7, 9층920호 (스마트빌듀오2차)",52000000,36400000,#유찰1회,오피스텔(사무),8,18,경매,0.0,0.3
평택지원,2023타경1645[2],D-52,경기도 평택시 오성면 길음리 122-1,677165000,474016000,#유찰1회#농지취득자격증명,답,1975,17,경매,0.0,0.3
군산지원,2022타경3781[4],D-52,전라북도 익산시 함열읍 와리 300-14,24420000,8376000,#유찰3회,답,50,17,경매,0.0,0.66
군산지원,2023타경20004[1],D-52,전라북도 군산시 쌍천로 82-13(개정동),243282900,170298000,#유찰1회#건물만매각#선순위임차인,교육시설,251,14,경매,0.0,0.3
군산지원,2023타경888[1],D-52,전라북도 군산시 산북동 636-2,172559000,120791000,#유찰1회#지분매각#농지취득자격증명,답,607,12,경매,0.0,0.3
평택지원,2023타경1645[3],D-52,경기도 평택시 오성면 길음리 142-4,521872000,365310000,#유찰1회#농지취득자격증명,답,1518,11,경매,0.0,0.3
군산지원,2022타경26555[2],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 401호",83000000,28469000,#유찰3회,다세대,23,9,경매,0.0,0.66
군산지원,2022타경26555[4],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 202호",88000000,30184000,#유찰3회,다세대,23,9,경매,0.0,0.66
군산지원,2023타경21564[2],D-52,전라북도 익산시 황등면 신성리 75-22,4050000,2835000,#유찰1회#농지취득자격증명,전,41,9,경매,0.0,0.3
군산지원,2022타경26555[3],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 302호",88000000,30184000,#유찰3회,다세대,23,8,경매,0.0,0.66
군산지원,2022타경26555[6],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 301호",88000000,30184000,#유찰3회,다세대,23,8,경매,0.0,0.66
군산지원,2022타경26555[8],D-52,"전라북도 익산시 춘포면 춘포원오산1길 1, 201호",88000000,30184000,#유찰3회,다세대,23,8,경매,0.0,0.66
군산지원,2023타경21564[3],D-52,전라북도 익산시 황등면 신성리 112-9,24744000,17321000,#유찰1회#농지취득자격증명,답,312,8,경매,0.0,0.3
군산지원,2023타경1638[1],D-52,전라북도 군산시 서수면 관원리 산20-1,36869000,25808000,#유찰1회#분묘기지권,임야,487,7,경매,0.0,0.3
군산지원,2023타경21816[1],D-52,전라북도 군산시 서수면 관원리 산40,26192187,18335000,#유찰1회#지분매각,임야,570,6,경매,0.0,0.3
군산지원,2023타경21564[1],D-52,전라북도 익산시 황등면 신성리 75-2,2610000,1827000,#유찰1회#농지취득자격증명,전,27,5,경매,0.0,0.3
군산지원,2023타경1683[1],D-52,전라북도 군산시 서수면 마룡리 853-1,120672000,84470000,#유찰1회#농지취득자격증명,답,507,3,경매,0.0,0.3
미정,준비중,시작 2023.11.01 10:00 ~,"충청남도 공주시 탄천면 가척리 491 외 4필지(구, 탄천초등학교 가척분교장)",0,307237000,#공유재산,기타토지,2223,0,공매,0.0,-inf
미정,준비중,시작 2023.11.06 10:00 ~,경상남도 고성군 고성읍 신월리 506-1,58394000,29197000,#압류재산(캠코)#유찰6회,전,92,197,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,경상북도 김천시 남면 오봉리 산7,40020000,40020000,#압류재산(캠코),임야,1211,50,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,경상남도 고성군 영현면 영부리 136-3,11988000,5994000,#압류재산(캠코)#유찰6회,답,202,170,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,경상북도 김천시 남면 오봉리 산7-2,17360000,17360000,#압류재산(캠코),임야,329,43,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,"경상남도 고성군 고성읍 대독리 25-44, 25-45, 25-47, 25-48, 25-55",67169000,33585000,#압류재산(캠코)#유찰6회,전,423,94,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,"경상남도 고성군 고성읍 대독리 25-11, 25-36, 25-42",38460000,19230000,#압류재산(캠코)#유찰6회,전,194,122,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,경상남도 진주시 정촌면 예상리 산1-7,31133141,31134000,#압류재산(캠코)#지분매각,임야,363,91,공매,0.0,-0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 단양군 적성면 애곡리 산14-5,159138000,159138000,#압류재산(캠코),임야,1783,57,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,강원특별자치도 삼척시 하장면 장전리 248-12,87573800,87574000,#압류재산(캠코),임야,7792,42,공매,0.0,-0.0
미정,준비중,시작 2023.11.06 10:00 ~,부산광역시 강서구 죽동동 688,156960000,78480000,#압류재산(캠코)#유찰6회#지분매각,답,198,233,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,경기도 남양주시 금곡동 산15-43,28480000,28480000,#압류재산(캠코),임야,97,153,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 충주시 대소원면 만정리 210-1,60625000,60625000,#압류재산(캠코),답,190,25,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,세종특별자치시 전의면 읍내리 330-9,71002000,71002000,#압류재산(캠코)#유찰6회,전,164,104,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 청주시 청원구 내수읍 저곡리 123-4,75894000,75894000,#압류재산(캠코),대지,166,400,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 충주시 살미면 공이리 22-2,2428200,2429000,#압류재산(캠코),임야,409,75,공매,0.0,-0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 영동군 영동읍 산이리 38,1932000,1932000,#압류재산(캠코)#지분매각,전,42,12,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,경상남도 진주시 옥봉동 50,5029700,5030000,#압류재산(캠코)#지분매각,대지,4,38,공매,0.0,-0.0
미정,준비중,시작 2023.11.06 10:00 ~,강원특별자치도 동해시 발한동 197-15,28620000,28620000,#압류재산(캠코)#지분매각,대지,49,1200,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,경기도 양주시 덕계동 690-16,148400000,74200000,#압류재산(캠코)#유찰6회,공장용지,43,415,공매,0.0,0.5
미정,준비중,시작 2023.11.06 10:00 ~,충청남도 청양군 남양면 용마리 산12,34221000,34221000,#압류재산(캠코)#지분매각,임야,942,63,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,충청북도 단양군 영춘면 사지원리 196-3,26103000,26103000,#압류재산(캠코)#지분매각,전,376,32,공매,0.0,0.0
미정,준비중,시작 2023.11.06 10:00 ~,전라남도 화순군 사평면 사수리 산129,5644160,5645000,#압류재산(캠코)#지분매각,임야,259,30,공매,0.0,-0.0
